0,292.15,0.0
1,292.15,0.0
2,292.15,0.0
3,292.15,0.0
4,292.15,0.0
5,292.15,0.0
6,292.15,0.0
7,292.15,0.0
8,292.15,0.0
9,292.15,0.0
10,292.15,0.0
11,292.15,0.0
12,292.15,0.0
13,292.15,0.0
14,292.15,0.0
15,292.15,0.0
16,292.15,0.0
17,292.15,0.0
18,292.15,0.0
19,292.15,0.0
20,292.15,0.0
21,292.15,0.0
22,292.15,0.0
23,292.15,0.0
24,292.15,0.0
25,292.15,0.0
26,292.15,0.0
27,292.15,0.0
28,292.15,0.0
29,292.15,0.0
30,292.15,0.0
31,292.15,0.0
32,292.15,0.0
33,292.15,0.0
34,292.15,0.0
35,292.15,0.0
36,292.15,0.0
37,292.15,0.0
38,292.15,0.0
39,292.15,0.0
40,292.15,0.0
41,292.15,0.0
42,292.15,0.0
43,292.15,0.0
44,292.15,0.0
45,292.15,0.0
46,292.15,0.0
47,292.15,0.0
48,292.15,0.0
49,292.15,0.0
50,292.15,0.0
51,292.15,0.0
52,292.15,0.0
53,292.15,0.0
54,292.15,0.0
55,292.15,0.0
56,292.15,0.0
57,292.15,0.0
58,292.15,0.0
59,292.15,0.0
60,292.15,0.0
61,292.15,0.0
62,292.15,0.0
63,292.15,0.0
64,292.15,0.0
65,292.15,0.0
66,292.15,0.0
67,292.15,0.0
68,292.15,0.0
69,292.15,0.0
70,292.15,0.0
71,292.15,0.0
72,292.15,0.0
73,292.15,0.0
74,292.15,0.0
75,292.15,0.0
76,292.15,0.0
77,292.15,0.0
78,292.15,0.0
79,292.15,0.0
80,292.15,0.0
81,292.15,0.0
82,292.15,0.0
83,292.15,0.0
84,292.15,0.0
85,292.15,0.0
86,292.15,0.0
87,292.15,0.0
88,292.15,0.0
89,292.15,0.0
90,292.15,0.0
91,292.15,0.0
92,292.15,0.0
93,292.15,0.0
94,292.15,0.0
95,292.15,0.0
96,292.15,0.0
97,292.15,0.0
98,292.15,0.0
99,292.15,0.0
100,292.15,0.0
101,292.15,0.0
102,292.15,0.0
103,292.15,0.0
104,292.15,0.0
105,292.15,0.0
106,292.15,0.0
107,292.15,0.0
108,292.15,0.0
109,292.15,0.0
110,292.15,0.0
111,292.15,0.0
112,293.15,0.0
113,293.15,0.0
114,293.15,0.0
115,293.15,0.0
116,293.15,0.0
117,293.15,0.0
118,293.15,0.0
119,293.15,0.0
120,293.15,0.0
121,293.15,0.0
122,293.15,0.0
123,293.15,0.0
124,293.15,0.0
125,293.15,0.0
126,293.15,0.0
127,293.15,0.0
128,293.15,0.0
129,293.15,0.0
130,293.15,0.0
131,293.15,0.0
132,293.15,0.0
133,293.15,0.0
134,293.15,0.0
135,293.15,0.0
136,293.15,0.0
137,293.15,0.0
138,293.15,0.0
139,293.15,0.0
140,293.15,0.0
141,293.15,0.0
142,293.15,0.0
143,293.15,0.0
144,293.15,0.0
145,293.15,0.0
146,293.15,0.0
147,293.15,0.0
148,293.15,0.0
149,293.15,0.0
150,293.15,0.0
151,293.15,0.0
152,293.15,0.0
153,293.15,0.0
154,293.15,0.0
155,293.15,0.0
156,293.15,0.0
157,293.15,0.0
158,293.15,0.0
159,293.15,0.0
160,293.15,0.0
161,293.15,0.0
162,293.15,0.0
163,293.15,0.0
164,293.15,0.0
165,293.15,0.0
166,293.15,0.0
167,293.15,0.0
168,293.15,0.0
169,293.15,0.0
170,293.15,0.0
171,293.15,0.0
172,293.15,0.0
173,293.15,0.0
174,293.15,0.0
175,293.15,0.0
176,293.15,0.0
177,293.15,0.0
178,293.15,0.0
179,293.15,0.0
180,293.15,0.0
181,293.15,0.0
182,293.15,0.0
183,293.15,0.0
184,293.15,0.0
185,293.15,0.0
186,293.15,0.0
187,293.15,0.0
188,293.15,0.0
189,293.15,0.0
190,293.15,0.0
191,293.15,0.0
192,293.15,0.0
193,293.15,0.0
194,293.15,0.0
195,293.15,0.0
196,293.15,0.0
197,293.15,0.0
198,293.15,0.0
199,293.15,0.0
200,293.15,0.0
201,293.15,0.0
202,293.15,0.0
203,293.15,0.0
204,293.15,0.0
205,293.15,0.0
206,293.15,0.0
207,293.15,0.0
208,293.15,0.0
209,293.15,0.0
210,293.15,0.0
211,293.15,0.0
212,293.15,0.0
213,293.15,0.0
214,293.15,0.0
215,293.15,0.0
216,293.15,0.0
217,293.15,0.0
218,293.15,0.0
219,293.15,0.0
220,293.15,0.0
221,293.15,0.0
222,293.15,0.0
223,293.15,0.0
224,293.15,0.0
225,293.15,0.0
226,293.15,0.0
227,293.15,0.0
228,293.15,0.0
229,293.15,0.0
230,293.15,0.0
231,293.15,0.0
232,293.15,0.0
233,293.15,0.0
234,293.15,0.0
235,293.15,0.0
236,293.15,0.0
237,293.15,0.0
238,293.15,0.0
239,293.15,0.0
240,293.15,0.0
241,293.15,0.0
242,293.15,0.0
243,293.15,0.0
244,293.15,0.0
245,293.15,0.0
246,293.15,0.0
247,293.15,0.0
248,293.15,0.0
249,293.15,0.0
250,293.15,0.0
251,293.15,0.0
252,293.15,0.0
253,293.15,0.0
254,293.15,0.0
255,293.15,0.0
256,293.15,0.0
257,293.15,0.0
258,293.15,0.0
259,293.15,0.0
260,293.15,0.0
261,293.15,0.0
262,293.15,0.0
263,293.15,0.0
264,293.15,0.0
265,293.15,0.0
266,293.15,0.0
267,293.15,0.0
268,293.15,0.0
269,293.15,0.0
270,293.15,0.0
271,293.15,0.0
272,293.15,0.0
273,293.15,0.0
274,293.15,0.0
275,293.15,0.0
276,293.15,0.0
277,293.15,0.0
278,293.15,0.0
279,293.15,0.0
280,293.15,0.0
281,293.15,0.0
282,293.15,0.0
283,293.15,0.0
284,293.15,0.0
285,293.15,0.0
286,293.15,0.0
287,293.15,0.0
288,293.15,0.0
289,293.15,0.0
290,293.15,0.0
291,293.15,0.0
292,293.15,0.0
293,293.15,0.0
294,293.15,0.0
295,293.15,0.0
296,293.15,0.0
297,293.15,0.0
298,293.15,0.0
299,293.15,0.0
300,293.15,0.0
301,293.15,0.0
302,293.15,0.0
303,293.15,0.0
